dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1904-11-01,25.72,0.268,Rangoon,Burma,16.87N,95.44E
1904-12-01,22.754,0.883,Rangoon,Burma,16.87N,95.44E
1905-01-01,22.787,0.7040000000000001,Rangoon,Burma,16.87N,95.44E
1905-02-01,24.67,0.508,Rangoon,Burma,16.87N,95.44E
1905-03-01,27.812,0.506,Rangoon,Burma,16.87N,95.44E
1905-04-01,29.406999999999996,0.31,Rangoon,Burma,16.87N,95.44E
1905-05-01,29.467,0.601,Rangoon,Burma,16.87N,95.44E
1905-06-01,27.041,0.393,Rangoon,Burma,16.87N,95.44E
1905-07-01,26.501,0.322,Rangoon,Burma,16.87N,95.44E
1905-08-01,26.375,0.273,Rangoon,Burma,16.87N,95.44E
1905-09-01,26.485000000000007,0.249,Rangoon,Burma,16.87N,95.44E
1905-10-01,27.113000000000003,0.258,Rangoon,Burma,16.87N,95.44E
1905-11-01,25.809,0.5820000000000001,Rangoon,Burma,16.87N,95.44E
1905-12-01,24.408,0.5429999999999999,Rangoon,Burma,16.87N,95.44E
1906-01-01,24.634,1.336,Rangoon,Burma,16.87N,95.44E
1906-02-01,25.685,0.642,Rangoon,Burma,16.87N,95.44E
1906-03-01,27.598000000000003,0.383,Rangoon,Burma,16.87N,95.44E
1906-04-01,30.478,0.76,Rangoon,Burma,16.87N,95.44E
1906-05-01,30.279,1.261,Rangoon,Burma,16.87N,95.44E
1906-06-01,27.396,0.578,Rangoon,Burma,16.87N,95.44E
1906-07-01,26.946,0.601,Rangoon,Burma,16.87N,95.44E
1906-08-01,27.046999999999997,0.375,Rangoon,Burma,16.87N,95.44E
1906-09-01,26.846,0.319,Rangoon,Burma,16.87N,95.44E
1906-10-01,26.978,0.251,Rangoon,Burma,16.87N,95.44E
1906-11-01,26.055,0.375,Rangoon,Burma,16.87N,95.44E
1906-12-01,24.680999999999997,0.615,Rangoon,Burma,16.87N,95.44E
1907-01-01,23.979,0.36,Rangoon,Burma,16.87N,95.44E
1907-02-01,25.67,0.339,Rangoon,Burma,16.87N,95.44E
1907-03-01,27.555,0.619,Rangoon,Burma,16.87N,95.44E
1907-04-01,29.586,0.35,Rangoon,Burma,16.87N,95.44E
1907-05-01,28.645,0.631,Rangoon,Burma,16.87N,95.44E
1907-06-01,27.246,0.417,Rangoon,Burma,16.87N,95.44E
1907-07-01,26.809,0.471,Rangoon,Burma,16.87N,95.44E
1907-08-01,26.154,0.366,Rangoon,Burma,16.87N,95.44E
1907-09-01,26.768,0.348,Rangoon,Burma,16.87N,95.44E
1907-10-01,26.936,0.332,Rangoon,Burma,16.87N,95.44E
1907-11-01,26.771,0.264,Rangoon,Burma,16.87N,95.44E
1907-12-01,23.222,0.7190000000000001,Rangoon,Burma,16.87N,95.44E
1908-01-01,23.607,0.547,Rangoon,Burma,16.87N,95.44E
1908-02-01,25.264,0.555,Rangoon,Burma,16.87N,95.44E
1908-03-01,28.179000000000002,0.3,Rangoon,Burma,16.87N,95.44E
1908-04-01,30.505,0.267,Rangoon,Burma,16.87N,95.44E
1908-05-01,28.773000000000003,0.415,Rangoon,Burma,16.87N,95.44E
1908-06-01,27.104,0.28300000000000003,Rangoon,Burma,16.87N,95.44E
1908-07-01,26.534000000000002,0.243,Rangoon,Burma,16.87N,95.44E
1908-08-01,26.057,0.3720000000000001,Rangoon,Burma,16.87N,95.44E
1908-09-01,26.961,0.489,Rangoon,Burma,16.87N,95.44E
1908-10-01,27.272,0.287,Rangoon,Burma,16.87N,95.44E
1908-11-01,25.27,0.436,Rangoon,Burma,16.87N,95.44E
1908-12-01,23.916,0.69,Rangoon,Burma,16.87N,95.44E
1909-01-01,24.090999999999998,0.343,Rangoon,Burma,16.87N,95.44E
1909-02-01,25.94,0.556,Rangoon,Burma,16.87N,95.44E
1909-03-01,28.222,0.287,Rangoon,Burma,16.87N,95.44E
1909-04-01,29.993000000000002,0.885,Rangoon,Burma,16.87N,95.44E
1909-05-01,28.939,0.532,Rangoon,Burma,16.87N,95.44E
1909-06-01,27.076,0.335,Rangoon,Burma,16.87N,95.44E
1909-07-01,26.316999999999997,0.336,Rangoon,Burma,16.87N,95.44E
1909-08-01,26.801,0.526,Rangoon,Burma,16.87N,95.44E
1909-09-01,26.983,0.382,Rangoon,Burma,16.87N,95.44E
1909-10-01,27.128,0.457,Rangoon,Burma,16.87N,95.44E
1909-11-01,25.866999999999997,0.413,Rangoon,Burma,16.87N,95.44E
1909-12-01,23.856,0.34700000000000003,Rangoon,Burma,16.87N,95.44E
1910-01-01,23.755,0.475,Rangoon,Burma,16.87N,95.44E
1910-02-01,25.839000000000002,0.46,Rangoon,Burma,16.87N,95.44E
1910-03-01,27.222,0.6579999999999999,Rangoon,Burma,16.87N,95.44E
1910-04-01,29.314,0.306,Rangoon,Burma,16.87N,95.44E
1910-05-01,28.879,0.311,Rangoon,Burma,16.87N,95.44E
1910-06-01,27.471,0.341,Rangoon,Burma,16.87N,95.44E
1910-07-01,26.87,0.269,Rangoon,Burma,16.87N,95.44E
1910-08-01,26.771,0.35,Rangoon,Burma,16.87N,95.44E
1910-09-01,26.630000000000006,0.234,Rangoon,Burma,16.87N,95.44E
1910-10-01,26.93,0.311,Rangoon,Burma,16.87N,95.44E
1910-11-01,25.997,0.282,Rangoon,Burma,16.87N,95.44E
1910-12-01,23.721,0.6659999999999999,Rangoon,Burma,16.87N,95.44E
1911-01-01,23.592,0.394,Rangoon,Burma,16.87N,95.44E
1911-02-01,24.587,0.319,Rangoon,Burma,16.87N,95.44E
1911-03-01,27.467,0.388,Rangoon,Burma,16.87N,95.44E
1911-04-01,29.188000000000002,0.626,Rangoon,Burma,16.87N,95.44E
1911-05-01,29.046999999999997,0.599,Rangoon,Burma,16.87N,95.44E
1911-06-01,27.159000000000002,0.225,Rangoon,Burma,16.87N,95.44E
1911-07-01,26.414,0.333,Rangoon,Burma,16.87N,95.44E
1911-08-01,26.2,0.3,Rangoon,Burma,16.87N,95.44E
1911-09-01,26.766,0.336,Rangoon,Burma,16.87N,95.44E
1911-10-01,26.601,0.248,Rangoon,Burma,16.87N,95.44E
1911-11-01,26.218000000000004,0.494,Rangoon,Burma,16.87N,95.44E
1911-12-01,25.007,0.75,Rangoon,Burma,16.87N,95.44E
1912-01-01,23.461,0.684,Rangoon,Burma,16.87N,95.44E
1912-02-01,25.301,0.531,Rangoon,Burma,16.87N,95.44E
1912-03-01,28.143,0.503,Rangoon,Burma,16.87N,95.44E
1912-04-01,29.919,0.539,Rangoon,Burma,16.87N,95.44E
1912-05-01,29.622,0.272,Rangoon,Burma,16.87N,95.44E
1912-06-01,27.412,0.532,Rangoon,Burma,16.87N,95.44E
1912-07-01,26.573,0.318,Rangoon,Burma,16.87N,95.44E
1912-08-01,26.359,0.406,Rangoon,Burma,16.87N,95.44E
1912-09-01,27.046999999999997,0.183,Rangoon,Burma,16.87N,95.44E
1912-10-01,26.941999999999997,0.35200000000000004,Rangoon,Burma,16.87N,95.44E
1912-11-01,25.973000000000006,0.518,Rangoon,Burma,16.87N,95.44E
1912-12-01,23.351,0.546,Rangoon,Burma,16.87N,95.44E
1913-01-01,23.315,0.871,Rangoon,Burma,16.87N,95.44E
1913-02-01,25.71,0.398,Rangoon,Burma,16.87N,95.44E
1913-03-01,27.661,0.309,Rangoon,Burma,16.87N,95.44E
1913-04-01,29.941999999999997,0.452,Rangoon,Burma,16.87N,95.44E
1913-05-01,29.219,0.445,Rangoon,Burma,16.87N,95.44E
1913-06-01,27.44,0.369,Rangoon,Burma,16.87N,95.44E
1913-07-01,26.36,0.267,Rangoon,Burma,16.87N,95.44E
1913-08-01,26.324,0.387,Rangoon,Burma,16.87N,95.44E
1913-09-01,26.840999999999998,0.34700000000000003,Rangoon,Burma,16.87N,95.44E
1913-10-01,26.896,0.353,Rangoon,Burma,16.87N,95.44E
1913-11-01,25.199,0.645,Rangoon,Burma,16.87N,95.44E
1913-12-01,23.599,0.557,Rangoon,Burma,16.87N,95.44E
1914-01-01,22.605999999999998,1.226,Rangoon,Burma,16.87N,95.44E
1914-02-01,25.074,0.975,Rangoon,Burma,16.87N,95.44E
1914-03-01,27.695,0.472,Rangoon,Burma,16.87N,95.44E
1914-04-01,29.163,0.403,Rangoon,Burma,16.87N,95.44E
1914-05-01,29.316,0.605,Rangoon,Burma,16.87N,95.44E
1914-06-01,26.989,0.37,Rangoon,Burma,16.87N,95.44E
1914-07-01,26.38,0.414,Rangoon,Burma,16.87N,95.44E
1914-08-01,26.131999999999998,0.445,Rangoon,Burma,16.87N,95.44E
1914-09-01,27.081,0.355,Rangoon,Burma,16.87N,95.44E
1914-10-01,26.916,0.487,Rangoon,Burma,16.87N,95.44E
1914-11-01,26.124,0.635,Rangoon,Burma,16.87N,95.44E
1914-12-01,24.276999999999997,0.5,Rangoon,Burma,16.87N,95.44E
1915-01-01,23.974,0.645,Rangoon,Burma,16.87N,95.44E
1915-02-01,26.201,0.7609999999999999,Rangoon,Burma,16.87N,95.44E
1915-03-01,28.201,0.75,Rangoon,Burma,16.87N,95.44E
1915-04-01,29.527,0.411,Rangoon,Burma,16.87N,95.44E
1915-05-01,28.766,0.606,Rangoon,Burma,16.87N,95.44E
1915-06-01,27.732,0.414,Rangoon,Burma,16.87N,95.44E
1915-07-01,27.068,0.383,Rangoon,Burma,16.87N,95.44E
1915-08-01,27.287,0.482,Rangoon,Burma,16.87N,95.44E
1915-09-01,27.01,0.412,Rangoon,Burma,16.87N,95.44E
1915-10-01,27.316999999999997,0.292,Rangoon,Burma,16.87N,95.44E
1915-11-01,26.535999999999998,0.428,Rangoon,Burma,16.87N,95.44E
1915-12-01,22.708000000000002,1.3030000000000002,Rangoon,Burma,16.87N,95.44E
1916-01-01,22.609,0.502,Rangoon,Burma,16.87N,95.44E
1916-02-01,25.147,0.527,Rangoon,Burma,16.87N,95.44E
1916-03-01,27.822,1.3769999999999998,Rangoon,Burma,16.87N,95.44E
1916-04-01,29.886,0.34700000000000003,Rangoon,Burma,16.87N,95.44E
1916-05-01,29.214000000000002,1.3259999999999998,Rangoon,Burma,16.87N,95.44E
1916-06-01,26.947,0.469,Rangoon,Burma,16.87N,95.44E
1916-07-01,26.861,0.27,Rangoon,Burma,16.87N,95.44E
1916-08-01,26.888,0.484,Rangoon,Burma,16.87N,95.44E
1916-09-01,26.644,0.58,Rangoon,Burma,16.87N,95.44E
1916-10-01,27.228,0.319,Rangoon,Burma,16.87N,95.44E
1916-11-01,25.256999999999998,1.052,Rangoon,Burma,16.87N,95.44E
1916-12-01,23.04,0.606,Rangoon,Burma,16.87N,95.44E
1917-01-01,22.989,0.87,Rangoon,Burma,16.87N,95.44E
1917-02-01,24.886,0.402,Rangoon,Burma,16.87N,95.44E
1917-03-01,27.803,0.336,Rangoon,Burma,16.87N,95.44E
1917-04-01,29.632,0.334,Rangoon,Burma,16.87N,95.44E
1917-05-01,28.964000000000002,0.295,Rangoon,Burma,16.87N,95.44E
1917-06-01,26.955,0.326,Rangoon,Burma,16.87N,95.44E
1917-07-01,26.469,0.42,Rangoon,Burma,16.87N,95.44E
1917-08-01,26.48,0.511,Rangoon,Burma,16.87N,95.44E
1917-09-01,26.113000000000003,0.5489999999999999,Rangoon,Burma,16.87N,95.44E
1917-10-01,26.606,0.627,Rangoon,Burma,16.87N,95.44E
1917-11-01,26.233,0.441,Rangoon,Burma,16.87N,95.44E
1917-12-01,23.783,0.522,Rangoon,Burma,16.87N,95.44E
1918-01-01,22.694000000000003,0.7240000000000001,Rangoon,Burma,16.87N,95.44E
1918-02-01,24.389,0.66,Rangoon,Burma,16.87N,95.44E
1918-03-01,27.759,0.416,Rangoon,Burma,16.87N,95.44E
1918-04-01,29.116,0.33,Rangoon,Burma,16.87N,95.44E
1918-05-01,28.031,0.389,Rangoon,Burma,16.87N,95.44E
1918-06-01,27.01,0.639,Rangoon,Burma,16.87N,95.44E
1918-07-01,27.125,0.233,Rangoon,Burma,16.87N,95.44E
1918-08-01,26.252,0.294,Rangoon,Burma,16.87N,95.44E
1918-09-01,26.738000000000003,1.197,Rangoon,Burma,16.87N,95.44E
1918-10-01,26.995,0.246,Rangoon,Burma,16.87N,95.44E
1918-11-01,26.796,1.146,Rangoon,Burma,16.87N,95.44E
1918-12-01,24.423000000000002,0.34,Rangoon,Burma,16.87N,95.44E
1919-01-01,24.641,0.9,Rangoon,Burma,16.87N,95.44E
1919-02-01,25.603,0.311,Rangoon,Burma,16.87N,95.44E
1919-03-01,28.392,1.236,Rangoon,Burma,16.87N,95.44E
1919-04-01,30.368000000000002,0.5589999999999999,Rangoon,Burma,16.87N,95.44E
1919-05-01,30.104,0.535,Rangoon,Burma,16.87N,95.44E
1919-06-01,27.327,0.726,Rangoon,Burma,16.87N,95.44E
1919-07-01,26.536,0.68,Rangoon,Burma,16.87N,95.44E
1919-08-01,26.544,0.23,Rangoon,Burma,16.87N,95.44E
1919-09-01,27.213,0.203,Rangoon,Burma,16.87N,95.44E
1919-10-01,27.791,0.233,Rangoon,Burma,16.87N,95.44E
1919-11-01,26.480999999999998,0.28600000000000003,Rangoon,Burma,16.87N,95.44E
1919-12-01,24.026,0.857,Rangoon,Burma,16.87N,95.44E
1920-01-01,23.647,0.534,Rangoon,Burma,16.87N,95.44E
1920-02-01,25.167,0.883,Rangoon,Burma,16.87N,95.44E
1920-03-01,28.506,0.349,Rangoon,Burma,16.87N,95.44E
1920-04-01,29.839000000000002,1.029,Rangoon,Burma,16.87N,95.44E
1920-05-01,29.355,0.458,Rangoon,Burma,16.87N,95.44E
1920-06-01,27.589000000000002,0.946,Rangoon,Burma,16.87N,95.44E
1920-07-01,26.704,0.305,Rangoon,Burma,16.87N,95.44E
1920-08-01,26.853,0.34,Rangoon,Burma,16.87N,95.44E
1920-09-01,27.083,0.308,Rangoon,Burma,16.87N,95.44E
1920-10-01,27.045,0.281,Rangoon,Burma,16.87N,95.44E
1920-11-01,26.113000000000003,0.379,Rangoon,Burma,16.87N,95.44E
1920-12-01,24.459,1.213,Rangoon,Burma,16.87N,95.44E
1921-01-01,24.244,0.511,Rangoon,Burma,16.87N,95.44E
1921-02-01,25.029,0.693,Rangoon,Burma,16.87N,95.44E
1921-03-01,28.233,0.452,Rangoon,Burma,16.87N,95.44E
1921-04-01,30.072,0.324,Rangoon,Burma,16.87N,95.44E
1921-05-01,29.14,0.6709999999999999,Rangoon,Burma,16.87N,95.44E
1921-06-01,27.374000000000002,0.381,Rangoon,Burma,16.87N,95.44E
1921-07-01,26.913,0.363,Rangoon,Burma,16.87N,95.44E
1921-08-01,26.5,0.319,Rangoon,Burma,16.87N,95.44E
1921-09-01,26.59,0.222,Rangoon,Burma,16.87N,95.44E
1921-10-01,26.96,0.836,Rangoon,Burma,16.87N,95.44E
1921-11-01,25.563,0.605,Rangoon,Burma,16.87N,95.44E
1921-12-01,23.671999999999997,0.425,Rangoon,Burma,16.87N,95.44E
1922-01-01,24.313000000000002,0.526,Rangoon,Burma,16.87N,95.44E
1922-02-01,25.642,0.461,Rangoon,Burma,16.87N,95.44E
1922-03-01,27.943,0.83,Rangoon,Burma,16.87N,95.44E
1922-04-01,29.585,1.419,Rangoon,Burma,16.87N,95.44E
1922-05-01,29.324,1.179,Rangoon,Burma,16.87N,95.44E
1922-06-01,27.674,0.257,Rangoon,Burma,16.87N,95.44E
1922-07-01,26.57,0.324,Rangoon,Burma,16.87N,95.44E
1922-08-01,26.43,0.368,Rangoon,Burma,16.87N,95.44E
1922-09-01,26.706000000000003,0.28600000000000003,Rangoon,Burma,16.87N,95.44E
1922-10-01,27.34,0.618,Rangoon,Burma,16.87N,95.44E
1922-11-01,26.248,0.5760000000000001,Rangoon,Burma,16.87N,95.44E
1922-12-01,23.871,0.28,Rangoon,Burma,16.87N,95.44E
1923-01-01,24.033,0.637,Rangoon,Burma,16.87N,95.44E
1923-02-01,24.764,0.338,Rangoon,Burma,16.87N,95.44E
1923-03-01,27.949,0.428,Rangoon,Burma,16.87N,95.44E
1923-04-01,29.22,0.934,Rangoon,Burma,16.87N,95.44E
1923-05-01,28.555999999999997,1.115,Rangoon,Burma,16.87N,95.44E
1923-06-01,27.36,0.4,Rangoon,Burma,16.87N,95.44E
1923-07-01,26.136999999999997,0.778,Rangoon,Burma,16.87N,95.44E
1923-08-01,26.156999999999996,0.6629999999999999,Rangoon,Burma,16.87N,95.44E
1923-09-01,27.014000000000006,0.212,Rangoon,Burma,16.87N,95.44E
1923-10-01,27.198,0.338,Rangoon,Burma,16.87N,95.44E
1923-11-01,26.901,0.5820000000000001,Rangoon,Burma,16.87N,95.44E
1923-12-01,24.631,0.463,Rangoon,Burma,16.87N,95.44E
1924-01-01,24.274,0.669,Rangoon,Burma,16.87N,95.44E
1924-02-01,25.17,0.5489999999999999,Rangoon,Burma,16.87N,95.44E
1924-03-01,28.796,0.201,Rangoon,Burma,16.87N,95.44E
1924-04-01,30.048000000000002,0.5579999999999999,Rangoon,Burma,16.87N,95.44E
1924-05-01,29.55,0.504,Rangoon,Burma,16.87N,95.44E
1924-06-01,27.514,0.682,Rangoon,Burma,16.87N,95.44E
1924-07-01,26.289,0.56,Rangoon,Burma,16.87N,95.44E
1924-08-01,26.612,0.398,Rangoon,Burma,16.87N,95.44E
1924-09-01,27.305999999999997,0.205,Rangoon,Burma,16.87N,95.44E
1924-10-01,27.099,0.261,Rangoon,Burma,16.87N,95.44E
1924-11-01,26.584,0.419,Rangoon,Burma,16.87N,95.44E
1924-12-01,23.252,0.898,Rangoon,Burma,16.87N,95.44E
1925-01-01,23.324,0.7040000000000001,Rangoon,Burma,16.87N,95.44E
1925-02-01,24.845,0.642,Rangoon,Burma,16.87N,95.44E
1925-03-01,27.996,0.5920000000000001,Rangoon,Burma,16.87N,95.44E
1925-04-01,28.887,1.287,Rangoon,Burma,16.87N,95.44E
1925-05-01,28.921999999999997,1.093,Rangoon,Burma,16.87N,95.44E
1925-06-01,27.295,0.35200000000000004,Rangoon,Burma,16.87N,95.44E
1925-07-01,26.147,0.711,Rangoon,Burma,16.87N,95.44E
1925-08-01,26.434,0.71,Rangoon,Burma,16.87N,95.44E
1925-09-01,27.110000000000007,0.215,Rangoon,Burma,16.87N,95.44E
1925-10-01,26.974,1.031,Rangoon,Burma,16.87N,95.44E
1925-11-01,26.75,2.251,Rangoon,Burma,16.87N,95.44E
1925-12-01,23.572,0.5670000000000001,Rangoon,Burma,16.87N,95.44E
1926-01-01,24.448,0.866,Rangoon,Burma,16.87N,95.44E
1926-02-01,25.908,0.482,Rangoon,Burma,16.87N,95.44E
1926-03-01,28.25,0.363,Rangoon,Burma,16.87N,95.44E
1926-04-01,30.114,0.382,Rangoon,Burma,16.87N,95.44E
1926-05-01,30.325,0.541,Rangoon,Burma,16.87N,95.44E
1926-06-01,27.274,1.56,Rangoon,Burma,16.87N,95.44E
1926-07-01,26.59,0.201,Rangoon,Burma,16.87N,95.44E
1926-08-01,26.469,0.461,Rangoon,Burma,16.87N,95.44E
1926-09-01,26.791999999999998,0.55,Rangoon,Burma,16.87N,95.44E
1926-10-01,27.034000000000002,0.236,Rangoon,Burma,16.87N,95.44E
1926-11-01,26.604000000000006,0.685,Rangoon,Burma,16.87N,95.44E
1926-12-01,24.778000000000002,0.294,Rangoon,Burma,16.87N,95.44E
1927-01-01,24.04,0.318,Rangoon,Burma,16.87N,95.44E
1927-02-01,25.786,0.8,Rangoon,Burma,16.87N,95.44E
1927-03-01,27.768,0.457,Rangoon,Burma,16.87N,95.44E
1927-04-01,29.475,0.226,Rangoon,Burma,16.87N,95.44E
1927-05-01,28.463,0.66,Rangoon,Burma,16.87N,95.44E
1927-06-01,27.474,0.536,Rangoon,Burma,16.87N,95.44E
1927-07-01,26.551,0.394,Rangoon,Burma,16.87N,95.44E
1927-08-01,26.462,0.617,Rangoon,Burma,16.87N,95.44E
1927-09-01,27.319000000000006,0.172,Rangoon,Burma,16.87N,95.44E
1927-10-01,26.886,0.324,Rangoon,Burma,16.87N,95.44E
1927-11-01,26.142,0.382,Rangoon,Burma,16.87N,95.44E
1927-12-01,23.725,0.895,Rangoon,Burma,16.87N,95.44E
1928-01-01,25.267,0.456,Rangoon,Burma,16.87N,95.44E
1928-02-01,25.942,0.6509999999999999,Rangoon,Burma,16.87N,95.44E
1928-03-01,28.17,0.409,Rangoon,Burma,16.87N,95.44E
1928-04-01,29.598000000000003,0.603,Rangoon,Burma,16.87N,95.44E
1928-05-01,29.179000000000002,0.34700000000000003,Rangoon,Burma,16.87N,95.44E
1928-06-01,26.803,0.737,Rangoon,Burma,16.87N,95.44E
1928-07-01,26.492,0.208,Rangoon,Burma,16.87N,95.44E
1928-08-01,26.58,0.201,Rangoon,Burma,16.87N,95.44E
1928-09-01,27.079,0.3670000000000001,Rangoon,Burma,16.87N,95.44E
1928-10-01,26.939,0.846,Rangoon,Burma,16.87N,95.44E
1928-11-01,26.53,1.03,Rangoon,Burma,16.87N,95.44E
1928-12-01,25.039,0.528,Rangoon,Burma,16.87N,95.44E
1929-01-01,25.129,1.279,Rangoon,Burma,16.87N,95.44E
1929-02-01,25.95,1.19,Rangoon,Burma,16.87N,95.44E
1929-03-01,28.094,1.116,Rangoon,Burma,16.87N,95.44E
1929-04-01,29.759,0.962,Rangoon,Burma,16.87N,95.44E
1929-05-01,29.119,0.708,Rangoon,Burma,16.87N,95.44E
1929-06-01,26.818,0.605,Rangoon,Burma,16.87N,95.44E
1929-07-01,26.291,0.214,Rangoon,Burma,16.87N,95.44E
1929-08-01,26.528000000000002,0.551,Rangoon,Burma,16.87N,95.44E
1929-09-01,27.23,0.53,Rangoon,Burma,16.87N,95.44E
1929-10-01,27.095,0.38,Rangoon,Burma,16.87N,95.44E
1929-11-01,26.853,1.906,Rangoon,Burma,16.87N,95.44E
1929-12-01,25.435,1.195,Rangoon,Burma,16.87N,95.44E
1930-01-01,23.95,0.5920000000000001,Rangoon,Burma,16.87N,95.44E
1930-02-01,25.418000000000003,0.6809999999999999,Rangoon,Burma,16.87N,95.44E
1930-03-01,27.951,0.202,Rangoon,Burma,16.87N,95.44E
1930-04-01,29.931,0.447,Rangoon,Burma,16.87N,95.44E
1930-05-01,28.726999999999997,0.414,Rangoon,Burma,16.87N,95.44E
1930-06-01,27.222,0.226,Rangoon,Burma,16.87N,95.44E
1930-07-01,26.448,0.125,Rangoon,Burma,16.87N,95.44E
1930-08-01,26.453000000000003,0.17600000000000002,Rangoon,Burma,16.87N,95.44E
1930-09-01,26.910999999999998,0.403,Rangoon,Burma,16.87N,95.44E
1930-10-01,27.889,0.773,Rangoon,Burma,16.87N,95.44E
1930-11-01,26.979,0.945,Rangoon,Burma,16.87N,95.44E
1930-12-01,24.956,0.797,Rangoon,Burma,16.87N,95.44E
1931-01-01,24.736,0.78,Rangoon,Burma,16.87N,95.44E
1931-02-01,26.399,0.6659999999999999,Rangoon,Burma,16.87N,95.44E
1931-03-01,28.253,0.943,Rangoon,Burma,16.87N,95.44E
1931-04-01,30.695,0.4970000000000001,Rangoon,Burma,16.87N,95.44E
1931-05-01,29.989,0.282,Rangoon,Burma,16.87N,95.44E
1931-06-01,28.139,0.5670000000000001,Rangoon,Burma,16.87N,95.44E
1931-07-01,26.801,0.458,Rangoon,Burma,16.87N,95.44E
1931-08-01,26.660999999999998,0.393,Rangoon,Burma,16.87N,95.44E
1931-09-01,27.359,0.192,Rangoon,Burma,16.87N,95.44E
1931-10-01,27.255,0.52,Rangoon,Burma,16.87N,95.44E
1931-11-01,26.256,0.82,Rangoon,Burma,16.87N,95.44E
1931-12-01,25.125,0.225,Rangoon,Burma,16.87N,95.44E
1932-01-01,23.84,0.912,Rangoon,Burma,16.87N,95.44E
1932-02-01,25.141,0.407,Rangoon,Burma,16.87N,95.44E
1932-03-01,27.989,0.503,Rangoon,Burma,16.87N,95.44E
1932-04-01,29.793000000000003,0.242,Rangoon,Burma,16.87N,95.44E
1932-05-01,29.799,0.484,Rangoon,Burma,16.87N,95.44E
1932-06-01,27.419,0.29600000000000004,Rangoon,Burma,16.87N,95.44E
1932-07-01,26.369,0.35100000000000003,Rangoon,Burma,16.87N,95.44E
1932-08-01,27.079,0.575,Rangoon,Burma,16.87N,95.44E
1932-09-01,26.839,0.29600000000000004,Rangoon,Burma,16.87N,95.44E
1932-10-01,27.56,0.324,Rangoon,Burma,16.87N,95.44E
1932-11-01,27.178,0.419,Rangoon,Burma,16.87N,95.44E
1932-12-01,24.219,1.133,Rangoon,Burma,16.87N,95.44E
1933-01-01,24.553,0.757,Rangoon,Burma,16.87N,95.44E
1933-02-01,25.586,0.44,Rangoon,Burma,16.87N,95.44E
1933-03-01,28.288,0.295,Rangoon,Burma,16.87N,95.44E
1933-04-01,29.715,0.6659999999999999,Rangoon,Burma,16.87N,95.44E
1933-05-01,29.423000000000002,0.271,Rangoon,Burma,16.87N,95.44E
1933-06-01,26.828000000000003,0.6409999999999999,Rangoon,Burma,16.87N,95.44E
1933-07-01,26.537,0.215,Rangoon,Burma,16.87N,95.44E
1933-08-01,26.694000000000003,0.218,Rangoon,Burma,16.87N,95.44E
1933-09-01,27.0,0.17600000000000002,Rangoon,Burma,16.87N,95.44E
1933-10-01,27.329,0.165,Rangoon,Burma,16.87N,95.44E
1933-11-01,26.151,0.349,Rangoon,Burma,16.87N,95.44E
1933-12-01,24.093000000000004,0.259,Rangoon,Burma,16.87N,95.44E
1934-01-01,24.266,1.108,Rangoon,Burma,16.87N,95.44E
1934-02-01,25.516,0.677,Rangoon,Burma,16.87N,95.44E
1934-03-01,28.038,0.4920000000000001,Rangoon,Burma,16.87N,95.44E
1934-04-01,29.247,1.104,Rangoon,Burma,16.87N,95.44E
1934-05-01,29.853,0.217,Rangoon,Burma,16.87N,95.44E
1934-06-01,27.379,0.238,Rangoon,Burma,16.87N,95.44E
1934-07-01,26.72,0.243,Rangoon,Burma,16.87N,95.44E
1934-08-01,26.381999999999998,0.263,Rangoon,Burma,16.87N,95.44E
1934-09-01,26.860000000000007,0.209,Rangoon,Burma,16.87N,95.44E
1934-10-01,27.2,0.174,Rangoon,Burma,16.87N,95.44E
1934-11-01,26.051,0.488,Rangoon,Burma,16.87N,95.44E
1934-12-01,22.533,0.537,Rangoon,Burma,16.87N,95.44E
1935-01-01,24.022,0.342,Rangoon,Burma,16.87N,95.44E
1935-02-01,25.426,0.557,Rangoon,Burma,16.87N,95.44E
1935-03-01,28.458000000000002,0.562,Rangoon,Burma,16.87N,95.44E
1935-04-01,29.775,0.6920000000000001,Rangoon,Burma,16.87N,95.44E
1935-05-01,29.268,1.03,Rangoon,Burma,16.87N,95.44E
1935-06-01,27.295,0.309,Rangoon,Burma,16.87N,95.44E
1935-07-01,26.406999999999996,0.358,Rangoon,Burma,16.87N,95.44E
1935-08-01,26.791999999999998,0.496,Rangoon,Burma,16.87N,95.44E
1935-09-01,26.56,0.4,Rangoon,Burma,16.87N,95.44E
1935-10-01,27.412,0.463,Rangoon,Burma,16.87N,95.44E
1935-11-01,26.363000000000003,0.509,Rangoon,Burma,16.87N,95.44E
1935-12-01,24.76,0.238,Rangoon,Burma,16.87N,95.44E
1936-01-01,23.61,0.368,Rangoon,Burma,16.87N,95.44E
1936-02-01,25.005,0.51,Rangoon,Burma,16.87N,95.44E
1936-03-01,28.027,0.373,Rangoon,Burma,16.87N,95.44E
1936-04-01,29.724,0.599,Rangoon,Burma,16.87N,95.44E
1936-05-01,29.355999999999998,0.737,Rangoon,Burma,16.87N,95.44E
1936-06-01,26.702,0.29,Rangoon,Burma,16.87N,95.44E
1936-07-01,26.467,0.16899999999999998,Rangoon,Burma,16.87N,95.44E
1936-08-01,26.276999999999997,0.74,Rangoon,Burma,16.87N,95.44E
