dt;AverageTemperature;AverageTemperatureUncertainty;Country
05/1988;4.341;0.231;Russia
06/1988;0.012392;0.237;Russia
07/1988;0.016105;0.158;Russia
08/1988;0.012789;0.1639999999999999;Russia
09/1988;7.147;0.156;Russia
10/1988;-2.881;0.196;Russia
11/1988;-14.963;0.122;Russia
12/1988;-19.643;0.219;Russia
01/1989;-24.408;0.294;Russia
02/1989;-17.977999999999998;0.142;Russia
03/1989;-10.735;0.199;Russia
04/1989;-5.729;0.188;Russia
05/1989;4.995;0.243;Russia
06/1989;0.012327999999999999;0.257;Russia
07/1989;0.01532;0.221;Russia
08/1989;0.01246;0.315;Russia
09/1989;5.964;0.185;Russia
10/1989;-3.983;0.229;Russia
11/1989;-15.897;0.156;Russia
12/1989;-21.216;0.125;Russia
01/1990;-27.147;0.277;Russia
02/1990;-20.74;0.204;Russia
03/1990;-9.228;0.252;Russia
04/1990;-2.72;0.166;Russia
05/1990;5.684;0.147;Russia
06/1990;0.012501;0.314;Russia
07/1990;0.01567;0.176;Russia
08/1990;0.012981;0.205;Russia
09/1990;5.351;0.218;Russia
10/1990;-3.26;0.228;Russia
11/1990;-16.035;0.303;Russia
12/1990;-21.332;0.246;Russia
01/1991;-22.943;0.257;Russia
02/1991;-22.914;0.184;Russia
03/1991;-16.766;0.206;Russia
04/1991;-3.269;0.106;Russia
05/1991;5.237;0.142;Russia
06/1991;0.013031000000000001;0.127;Russia
07/1991;0.016385;0.243;Russia
08/1991;0.01322;0.202;Russia
09/1991;6.784;0.1689999999999999;Russia
10/1991;-2.768;0.16;Russia
11/1991;-13.435;0.199;Russia
12/1991;-23.406;0.184;Russia
01/1992;-22.724;0.314;Russia
02/1992;-19.899;0.273;Russia
03/1992;-13.914;0.165;Russia
04/1992;-6.49;0.295;Russia
05/1992;5.229;0.136;Russia
06/1992;0.01085;0.244;Russia
07/1992;0.014678;0.213;Russia
08/1992;0.012284000000000002;0.207;Russia
09/1992;5.287000000000001;0.29;Russia
10/1992;-4.986000000000001;0.143;Russia
11/1992;-17.914;0.298;Russia
12/1992;-21.24;0.347;Russia
01/1993;-21.775;0.236;Russia
02/1993;-19.243;0.199;Russia
03/1993;-12.838;0.156;Russia
04/1993;-5.577000000000001;0.181;Russia
05/1993;4.276;0.277;Russia
06/1993;0.012168;0.151;Russia
07/1993;0.015853;0.157;Russia
08/1993;0.012497999999999999;0.183;Russia
09/1993;5.185;0.212;Russia
10/1993;-4.388999999999999;0.198;Russia
11/1993;-18.116;0.24;Russia
12/1993;-23.503;0.264;Russia
01/1994;-25.334;0.394;Russia
02/1994;-23.678;0.247;Russia
03/1994;-14.159;0.153;Russia
04/1994;-4.805;0.135;Russia
05/1994;4.218999999999999;0.198;Russia
06/1994;0.012648999999999999;0.209;Russia
07/1994;0.015212999999999999;0.205;Russia
08/1994;0.012352;0.136;Russia
09/1994;6.941;0.198;Russia
10/1994;-1.86;0.176;Russia
11/1994;-16.404;0.305;Russia
12/1994;-23.915000000000006;0.213;Russia
01/1995;-21.693;0.262;Russia
02/1995;-16.235;0.264;Russia
03/1995;-12.669;0.187;Russia
04/1995;-2.8630000000000004;0.191;Russia
05/1995;4.863;0.1639999999999999;Russia
06/1995;0.012388;0.166;Russia
07/1995;0.015333;0.204;Russia
08/1995;0.013784000000000001;0.155;Russia
09/1995;6.723;0.205;Russia
10/1995;-2.332;0.163;Russia
11/1995;-13.255999999999998;0.296;Russia
12/1995;-21.605;0.194;Russia
01/1996;-24.685;0.284;Russia
02/1996;-21.231;0.293;Russia
03/1996;-14.092;0.185;Russia
04/1996;-5.888999999999999;0.2;Russia
05/1996;4.839;0.158;Russia
06/1996;0.011626;0.205;Russia
07/1996;0.016032;0.213;Russia
08/1996;0.011878999999999999;0.173;Russia
09/1996;4.481;0.185;Russia
10/1996;-4.024;0.192;Russia
11/1996;-13.516000000000002;0.141;Russia
12/1996;-23.144;0.297;Russia
01/1997;-24.998;0.289;Russia
02/1997;-21.054;0.266;Russia
03/1997;-12.364;0.294;Russia
04/1997;-1.168;0.186;Russia
05/1997;5.317;0.234;Russia
06/1997;0.012169000000000001;0.276;Russia
07/1997;0.014629;0.231;Russia
08/1997;0.012946999999999998;0.245;Russia
09/1997;6.27;0.233;Russia
10/1997;-1.94;0.253;Russia
11/1997;-16.552;0.21;Russia
12/1997;-24.814;0.234;Russia
01/1998;-25.119;0.243;Russia
02/1998;-22.662;0.203;Russia
03/1998;-13.737;0.174;Russia
04/1998;-6.42;0.221;Russia
05/1998;3.652;0.165;Russia
06/1998;0.012815;0.178;Russia
07/1998;0.016677;0.183;Russia
08/1998;0.013795;0.165;Russia
09/1998;5.085999999999999;0.201;Russia
10/1998;-5.227;0.176;Russia
11/1998;-20.077;0.202;Russia
12/1998;-22.156;0.224;Russia
01/1999;-25.122;0.217;Russia
02/1999;-20.413;0.191;Russia
03/1999;-18.748;0.133;Russia
04/1999;-5.2700000000000005;0.27;Russia
05/1999;4.6;0.161;Russia
06/1999;0.012018000000000001;0.185;Russia
07/1999;0.016412;0.228;Russia
08/1999;0.012275000000000001;0.1669999999999999;Russia
09/1999;5.901;0.226;Russia
10/1999;-3.282;0.209;Russia
11/1999;-16.552;0.224;Russia
12/1999;-19.776000000000003;0.235;Russia
01/2000;-25.655;0.248;Russia
02/2000;-19.527;0.21;Russia
03/2000;-13.130999999999998;0.171;Russia
04/2000;-2.3310000000000004;0.227;Russia
05/2000;5.067;0.1689999999999999;Russia
06/2000;0.013247;0.269;Russia
07/2000;0.015647;0.275;Russia
08/2000;0.013446;0.218;Russia
09/2000;6.097;0.172;Russia
10/2000;-4.779;0.208;Russia
11/2000;-17.747;0.173;Russia
12/2000;-24.882;0.281;Russia
01/2001;-26.538;0.309;Russia
02/2001;-23.588;0.188;Russia
03/2001;-14.547;0.195;Russia
04/2001;-4.428;0.203;Russia
05/2001;5.972;0.193;Russia
06/2001;0.013061;0.238;Russia
07/2001;0.016539;0.19;Russia
08/2001;0.013635;0.197;Russia
09/2001;5.851999999999999;0.251;Russia
10/2001;-4.314;0.223;Russia
11/2001;-12.580000000000002;0.252;Russia
12/2001;-22.952;0.206;Russia
01/2002;-22.833;0.181;Russia
02/2002;-18.918;0.212;Russia
03/2002;-10.623;0.174;Russia
04/2002;-4.569;0.1669999999999999;Russia
05/2002;5.178;0.155;Russia
06/2002;0.012978;0.236;Russia
07/2002;0.016246;0.246;Russia
08/2002;0.012989;0.188;Russia
09/2002;6.138;0.199;Russia
10/2002;-4.271;0.262;Russia
11/2002;-15.380999999999998;0.204;Russia
12/2002;-26.409;0.274;Russia
01/2003;-23.761;0.198;Russia
02/2003;-21.948;0.188;Russia
03/2003;-12.913;0.208;Russia
04/2003;-4.3130000000000015;0.2;Russia
05/2003;5.41;0.223;Russia
06/2003;0.012098000000000001;0.41;Russia
07/2003;0.015967000000000002;0.337;Russia
08/2003;0.01394;0.265;Russia
09/2003;7.336;0.297;Russia
10/2003;-2.528;0.3720000000000001;Russia
11/2003;-16.3;0.207;Russia
12/2003;-18.982;0.16;Russia
01/2004;-23.177;0.152;Russia
02/2004;-21.72;0.266;Russia
03/2004;-14.331;0.166;Russia
04/2004;-5.882000000000001;0.15;Russia
05/2004;4.84;0.157;Russia
06/2004;0.012218;0.302;Russia
07/2004;0.015558;0.195;Russia
08/2004;0.012587;0.254;Russia
09/2004;6.854;0.168;Russia
10/2004;-4.095;0.277;Russia
11/2004;-12.596000000000002;0.303;Russia
12/2004;-24.179;0.301;Russia
01/2005;-21.983;0.322;Russia
02/2005;-23.306;0.268;Russia
03/2005;-14.3;0.243;Russia
04/2005;-3.829;0.205;Russia
05/2005;6.267;0.199;Russia
06/2005;0.012988;0.214;Russia
07/2005;0.016244;0.182;Russia
08/2005;0.013249;0.171;Russia
09/2005;7.885999999999999;0.144;Russia
10/2005;-1.723;0.231;Russia
11/2005;-11.928;0.179;Russia
12/2005;-21.542;0.201;Russia
01/2006;-28.437;0.425;Russia
02/2006;-22.873;0.28;Russia
03/2006;-14.475;0.274;Russia
04/2006;-7.211;0.283;Russia
05/2006;4.691;0.287;Russia
06/2006;0.013619000000000001;0.266;Russia
07/2006;0.015445;0.313;Russia
08/2006;0.012928;0.244;Russia
09/2006;7.428999999999999;0.174;Russia
10/2006;-4.412;0.191;Russia
11/2006;-14.505;0.166;Russia
12/2006;-19.355;0.241;Russia
01/2007;-18.722;0.217;Russia
02/2007;-23.872;0.277;Russia
03/2007;-12.616;0.185;Russia
04/2007;-1.383;0.244;Russia
05/2007;5.657;0.177;Russia
06/2007;0.012267;0.264;Russia
07/2007;0.016252;0.267;Russia
08/2007;0.014291;0.176;Russia
09/2007;7.559;0.256;Russia
10/2007;-1.7739999999999996;0.219;Russia
11/2007;-13.663;0.173;Russia
12/2007;-19.697000000000006;0.293;Russia
01/2008;-23.904;0.329;Russia
02/2008;-19.327;0.197;Russia
03/2008;-10.432;0.221;Russia
04/2008;-4.715;0.174;Russia
05/2008;5.178999999999999;0.205;Russia
06/2008;0.012849000000000001;0.206;Russia
07/2008;0.015835000000000002;0.205;Russia
08/2008;0.013603;0.241;Russia
09/2008;6.3260000000000005;0.202;Russia
10/2008;-1.206;0.1639999999999999;Russia
11/2008;-12.93;0.188;Russia
12/2008;-20.943;0.22;Russia
01/2009;-23.277;0.373;Russia
02/2009;-24.563;0.226;Russia
03/2009;-14.159;0.153;Russia
04/2009;-3.3240000000000003;0.201;Russia
05/2009;4.9;0.2;Russia
06/2009;0.012675999999999998;0.226;Russia
07/2009;0.015458999999999999;0.334;Russia
08/2009;0.012970999999999998;0.238;Russia
09/2009;7.693;0.168;Russia
10/2009;-2.438;0.148;Russia
11/2009;-16.23;0.225;Russia
12/2009;-25.01;0.266;Russia
01/2010;-26.705;0.357;Russia
02/2010;-25.231;0.225;Russia
03/2010;-15.217;0.27;Russia
04/2010;-4.606;0.128;Russia
05/2010;6.487;0.166;Russia
06/2010;0.013246;0.223;Russia
07/2010;0.016893000000000002;0.283;Russia
08/2010;0.013724;0.236;Russia
09/2010;6.442;0.15;Russia
10/2010;-2.853;0.14;Russia
11/2010;-12.433000000000002;0.22;Russia
12/2010;-23.994000000000003;0.214;Russia
01/2011;-23.954;0.249;Russia
02/2011;-23.602;0.274;Russia
03/2011;-11.214;0.161;Russia
04/2011;-1.6610000000000005;0.159;Russia
05/2011;6.0950000000000015;0.149;Russia
06/2011;0.013688;0.273;Russia
07/2011;0.016359000000000002;0.273;Russia
08/2011;0.013245;0.171;Russia
09/2011;6.729;0.144;Russia
10/2011;-1.366;0.251;Russia
11/2011;-15.168;0.257;Russia
12/2011;-19.97;0.294;Russia
01/2012;-24.229;0.317;Russia
02/2012;-22.502;0.22;Russia
03/2012;-15.098;0.19;Russia
04/2012;-2.503;0.219;Russia
05/2012;6.593999999999999;0.253;Russia
06/2012;0.014441;0.32;Russia
07/2012;0.016741;0.374;Russia
08/2012;0.013014;0.422;Russia
09/2012;7.769;0.266;Russia
10/2012;-2.708;0.498;Russia
11/2012;-13.9;0.511;Russia
12/2012;-24.44;0.508;Russia
01/2013;-25.53;0.463;Russia
02/2013;-22.429;0.48;Russia
03/2013;-16.67;0.607;Russia
04/2013;-2.986;0.444;Russia
05/2013;6.3130000000000015;0.396;Russia
06/2013;0.013326999999999999;0.404;Russia
07/2013;0.016051;0.409;Russia
08/2013;0.013819000000000001;0.328;Russia
09/2013;;;Russia
01/1850;0.018112;1.14;Rwanda
02/1850;0.019299;1.151;Rwanda
03/1850;0.0188;1.967;Rwanda
04/1850;0.017987000000000006;1.388;Rwanda
05/1850;0.017719000000000002;0.903;Rwanda
06/1850;0.018634;0.935;Rwanda
07/1850;0.019108;0.856;Rwanda
08/1850;0.019569000000000003;0.845;Rwanda
09/1850;0.01911;0.898;Rwanda
10/1850;0.018177;1.006;Rwanda
11/1850;0.017547999999999998;1.386;Rwanda
12/1850;;;Rwanda
01/1851;;;Rwanda
02/1851;;;Rwanda
03/1851;;;Rwanda
04/1851;;;Rwanda
05/1851;;;Rwanda
06/1851;;;Rwanda
07/1851;;;Rwanda
08/1851;;;Rwanda
09/1851;;;Rwanda
10/1851;;;Rwanda
11/1851;;;Rwanda
12/1851;;;Rwanda
01/1852;;;Rwanda
02/1852;;;Rwanda
03/1852;;;Rwanda
04/1852;;;Rwanda
05/1852;;;Rwanda
06/1852;;;Rwanda
07/1852;;;Rwanda
08/1852;;;Rwanda
09/1852;;;Rwanda
10/1852;;;Rwanda
11/1852;;;Rwanda
12/1852;;;Rwanda
01/1853;;;Rwanda
02/1853;;;Rwanda
03/1853;;;Rwanda
04/1853;;;Rwanda
05/1853;;;Rwanda
06/1853;;;Rwanda
07/1853;;;Rwanda
08/1853;;;Rwanda
09/1853;;;Rwanda
10/1853;;;Rwanda
11/1853;;;Rwanda
12/1853;;;Rwanda
01/1854;;;Rwanda
02/1854;;;Rwanda
03/1854;;;Rwanda
04/1854;;;Rwanda
05/1854;;;Rwanda
06/1854;;;Rwanda
07/1854;;;Rwanda
08/1854;;;Rwanda
09/1854;;;Rwanda
10/1854;;;Rwanda
11/1854;;;Rwanda
12/1854;;;Rwanda
01/1855;;;Rwanda
02/1855;;;Rwanda
03/1855;;;Rwanda
04/1855;;;Rwanda
05/1855;;;Rwanda
06/1855;;;Rwanda
07/1855;;;Rwanda
08/1855;;;Rwanda
09/1855;;;Rwanda
10/1855;;;Rwanda
11/1855;;;Rwanda
12/1855;;;Rwanda
01/1856;0.019116;0.984;Rwanda
02/1856;0.018267;1.217;Rwanda
03/1856;0.018305;0.9;Rwanda
04/1856;0.018353;0.904;Rwanda
05/1856;0.01834800000000001;1.108;Rwanda
06/1856;;;Rwanda
07/1856;;;Rwanda
08/1856;;;Rwanda
09/1856;;;Rwanda
10/1856;;;Rwanda
11/1856;;;Rwanda
12/1856;;;Rwanda
01/1857;;;Rwanda
02/1857;;;Rwanda
03/1857;;;Rwanda
04/1857;0.017521000000000002;0.915;Rwanda
05/1857;0.017868000000000005;0.968;Rwanda
06/1857;;;Rwanda
07/1857;;;Rwanda
08/1857;0.018834;0.93;Rwanda
09/1857;0.018799;0.914;Rwanda
10/1857;0.018041;0.938;Rwanda
11/1857;0.018023;0.938;Rwanda
12/1857;0.018408;0.955;Rwanda
01/1858;0.019189;1.493;Rwanda
02/1858;0.018631;0.894;Rwanda
03/1858;0.018541000000000002;1.101;Rwanda
04/1858;0.019091999999999998;1.125;Rwanda
05/1858;0.018697000000000005;1.127;Rwanda
06/1858;;;Rwanda
07/1858;0.018333;0.978;Rwanda
08/1858;;;Rwanda
09/1858;0.018803;1.008;Rwanda
10/1858;0.018579000000000002;0.928;Rwanda
11/1858;;;Rwanda
12/1858;;;Rwanda
01/1859;0.019671000000000008;1.5730000000000002;Rwanda
02/1859;0.019062000000000003;1.003;Rwanda
03/1859;0.019438;1.166;Rwanda
04/1859;0.018586;1.35;Rwanda
05/1859;0.019132000000000003;0.97;Rwanda
06/1859;0.018854;1.063;Rwanda
07/1859;0.018653;0.944;Rwanda
08/1859;0.018906;1.004;Rwanda
09/1859;0.018767;0.735;Rwanda
10/1859;0.018713;0.936;Rwanda
11/1859;0.018175999999999998;0.902;Rwanda
12/1859;0.018486;1.436;Rwanda
01/1860;0.019126999999999998;1.019;Rwanda
02/1860;0.019119;0.971;Rwanda
03/1860;0.017994;1.008;Rwanda
04/1860;;;Rwanda
05/1860;0.018702000000000003;0.893;Rwanda
06/1860;0.018962;0.948;Rwanda
07/1860;0.019109;0.97;Rwanda
08/1860;0.019703;0.99;Rwanda
09/1860;0.019767;0.929;Rwanda
10/1860;0.018756000000000002;0.898;Rwanda
11/1860;0.0177;0.92;Rwanda
12/1860;0.016881;0.91;Rwanda
01/1861;0.017374000000000004;1.22;Rwanda
02/1861;0.018381;0.916;Rwanda
03/1861;0.018496;0.894;Rwanda
04/1861;0.01834;1.087;Rwanda
05/1861;0.018462;0.916;Rwanda
06/1861;0.018743;1.168;Rwanda
07/1861;0.01889;1.078;Rwanda
08/1861;0.019399;0.944;Rwanda
09/1861;;;Rwanda
10/1861;;;Rwanda
11/1861;0.018263;1.27;Rwanda
12/1861;0.018079;1.359;Rwanda
01/1862;0.017672;1.113;Rwanda
02/1862;0.017846;0.974;Rwanda
03/1862;0.018563;0.947;Rwanda
04/1862;0.018406;1.018;Rwanda
05/1862;;;Rwanda
06/1862;;;Rwanda
07/1862;;;Rwanda
08/1862;;;Rwanda
09/1862;;;Rwanda
10/1862;;;Rwanda
11/1862;;;Rwanda
12/1862;;;Rwanda
01/1863;;;Rwanda
02/1863;;;Rwanda
03/1863;;;Rwanda
04/1863;;;Rwanda
05/1863;;;Rwanda
06/1863;;;Rwanda
07/1863;;;Rwanda
08/1863;;;Rwanda
09/1863;;;Rwanda
10/1863;;;Rwanda
11/1863;;;Rwanda
12/1863;;;Rwanda
01/1864;0.0184;0.908;Rwanda
02/1864;0.018772999999999998;1.2919999999999998;Rwanda
03/1864;0.018044;0.858;Rwanda
04/1864;0.01821;0.913;Rwanda
05/1864;0.018861999999999997;0.81;Rwanda
06/1864;0.019052;0.988;Rwanda
07/1864;0.018958;1.081;Rwanda
08/1864;0.019151;1.036;Rwanda
09/1864;0.019403;1.105;Rwanda
10/1864;0.018441;0.8909999999999999;Rwanda
11/1864;0.018276;1.263;Rwanda
12/1864;0.017747;1.124;Rwanda
01/1865;;;Rwanda
02/1865;;;Rwanda
03/1865;;;Rwanda
04/1865;;;Rwanda
05/1865;;;Rwanda
06/1865;;;Rwanda
07/1865;;;Rwanda
08/1865;;;Rwanda
09/1865;;;Rwanda
10/1865;;;Rwanda
11/1865;;;Rwanda
12/1865;;;Rwanda
01/1866;;;Rwanda
02/1866;;;Rwanda
03/1866;;;Rwanda
04/1866;;;Rwanda
05/1866;;;Rwanda
06/1866;;;Rwanda
07/1866;;;Rwanda
08/1866;;;Rwanda
09/1866;;;Rwanda
10/1866;;;Rwanda
11/1866;;;Rwanda
12/1866;;;Rwanda
01/1867;;;Rwanda
02/1867;;;Rwanda
03/1867;;;Rwanda
04/1867;;;Rwanda
05/1867;;;Rwanda
06/1867;;;Rwanda
07/1867;;;Rwanda
08/1867;;;Rwanda
09/1867;;;Rwanda
10/1867;;;Rwanda
11/1867;;;Rwanda
12/1867;;;Rwanda
01/1868;;;Rwanda
02/1868;;;Rwanda
03/1868;;;Rwanda
04/1868;;;Rwanda
05/1868;;;Rwanda
06/1868;;;Rwanda
07/1868;;;Rwanda
08/1868;;;Rwanda
09/1868;;;Rwanda
10/1868;;;Rwanda
11/1868;;;Rwanda
12/1868;;;Rwanda
01/1869;;;Rwanda
02/1869;;;Rwanda
03/1869;;;Rwanda
04/1869;;;Rwanda
05/1869;;;Rwanda
06/1869;;;Rwanda
07/1869;;;Rwanda
08/1869;;;Rwanda
09/1869;;;Rwanda
10/1869;;;Rwanda
11/1869;;;Rwanda
12/1869;;;Rwanda
01/1870;;;Rwanda
02/1870;;;Rwanda
03/1870;;;Rwanda
04/1870;;;Rwanda
05/1870;;;Rwanda
06/1870;;;Rwanda
07/1870;;;Rwanda
08/1870;;;Rwanda
09/1870;;;Rwanda
10/1870;;;Rwanda
11/1870;;;Rwanda
12/1870;;;Rwanda
01/1871;;;Rwanda
02/1871;;;Rwanda
03/1871;;;Rwanda
04/1871;;;Rwanda
05/1871;;;Rwanda
06/1871;;;Rwanda
07/1871;;;Rwanda
08/1871;;;Rwanda
09/1871;;;Rwanda
10/1871;;;Rwanda
11/1871;;;Rwanda
12/1871;;;Rwanda
01/1872;;;Rwanda
02/1872;;;Rwanda
03/1872;;;Rwanda
04/1872;;;Rwanda
05/1872;;;Rwanda
06/1872;;;Rwanda
07/1872;;;Rwanda
08/1872;;;Rwanda
09/1872;;;Rwanda
10/1872;;;Rwanda
11/1872;;;Rwanda
12/1872;;;Rwanda
01/1873;;;Rwanda
02/1873;;;Rwanda
03/1873;;;Rwanda
04/1873;;;Rwanda
05/1873;;;Rwanda
06/1873;;;Rwanda
07/1873;;;Rwanda
08/1873;;;Rwanda
09/1873;;;Rwanda
10/1873;;;Rwanda
11/1873;;;Rwanda
12/1873;;;Rwanda
01/1874;;;Rwanda
02/1874;;;Rwanda
03/1874;;;Rwanda
04/1874;;;Rwanda
05/1874;;;Rwanda
06/1874;;;Rwanda
07/1874;;;Rwanda
08/1874;;;Rwanda
09/1874;;;Rwanda
10/1874;;;Rwanda
11/1874;;;Rwanda
12/1874;;;Rwanda
01/1875;;;Rwanda
02/1875;;;Rwanda
03/1875;;;Rwanda
04/1875;;;Rwanda
05/1875;0.018579000000000002;0.773;Rwanda
06/1875;0.018958;0.965;Rwanda
07/1875;0.019067;0.8390000000000001;Rwanda
08/1875;0.019527000000000003;0.848;Rwanda
09/1875;0.019596;1.173;Rwanda
10/1875;0.018822;0.914;Rwanda
11/1875;0.017646000000000002;1.046;Rwanda
12/1875;0.017914000000000003;0.735;Rwanda
01/1876;0.018399000000000002;0.863;Rwanda
02/1876;0.018518999999999997;0.7979999999999999;Rwanda
03/1876;0.018357;0.973;Rwanda
04/1876;0.018224;1.259;Rwanda
05/1876;0.018384;0.759;Rwanda
06/1876;0.018614000000000002;0.857;Rwanda
07/1876;0.019103000000000002;0.794;Rwanda
08/1876;0.019343;0.7859999999999999;Rwanda
09/1876;0.019378;0.755;Rwanda
10/1876;0.018864000000000002;0.87;Rwanda
11/1876;0.01809;1.129;Rwanda
12/1876;0.017685;1.167;Rwanda
01/1877;0.018896;1.081;Rwanda
02/1877;0.019021;1.056;Rwanda
03/1877;0.019091999999999998;0.906;Rwanda
04/1877;0.018602;1.001;Rwanda
05/1877;0.018951;0.745;Rwanda
06/1877;0.019116;1.507;Rwanda
07/1877;0.019659;0.79;Rwanda
08/1877;0.020146;0.904;Rwanda
09/1877;0.02016;1.015;Rwanda
10/1877;0.019303999999999998;0.921;Rwanda
11/1877;0.018728;0.991;Rwanda
12/1877;0.018142;1.496;Rwanda
01/1878;0.01872300000000001;0.996;Rwanda
02/1878;0.019482;1.207;Rwanda
03/1878;0.019942;1.409;Rwanda
04/1878;0.019155000000000002;1.108;Rwanda
05/1878;0.018969;0.753;Rwanda
06/1878;0.019368;0.906;Rwanda
07/1878;0.019564;0.8190000000000001;Rwanda
08/1878;0.020035;0.77;Rwanda
09/1878;0.019919;0.762;Rwanda
10/1878;0.019188;0.725;Rwanda
11/1878;0.018868;0.852;Rwanda
12/1878;0.018254000000000003;1.232;Rwanda
01/1879;;;Rwanda
02/1879;;;Rwanda
03/1879;;;Rwanda
04/1879;;;Rwanda
05/1879;;;Rwanda
06/1879;;;Rwanda
07/1879;;;Rwanda
08/1879;;;Rwanda
09/1879;;;Rwanda
10/1879;;;Rwanda
11/1879;;;Rwanda
12/1879;;;Rwanda
01/1880;;;Rwanda
02/1880;0.018272;0.903;Rwanda
03/1880;0.018203;0.878;Rwanda
04/1880;0.017928;0.8170000000000001;Rwanda
05/1880;0.018474;0.848;Rwanda
06/1880;0.018768999999999997;1.009;Rwanda
07/1880;0.018986;0.684;Rwanda
08/1880;0.019433;0.7040000000000001;Rwanda
09/1880;0.019704;0.941;Rwanda
10/1880;0.018584;0.7509999999999999;Rwanda
11/1880;0.018345;1.409;Rwanda
12/1880;0.018334;0.716;Rwanda
01/1881;0.018291;1.06;Rwanda
02/1881;0.018402;1.047;Rwanda
03/1881;0.018874;0.792;Rwanda
04/1881;0.018754;0.897;Rwanda
05/1881;0.01868;0.917;Rwanda
06/1881;;;Rwanda
07/1881;0.018923;0.951;Rwanda
08/1881;;;Rwanda
09/1881;;;Rwanda
10/1881;0.018771;0.882;Rwanda
11/1881;0.018136;0.907;Rwanda
12/1881;0.0183;0.99;Rwanda
01/1882;0.019439;0.966;Rwanda
02/1882;0.019426;0.8959999999999999;Rwanda
03/1882;0.018831;0.885;Rwanda
04/1882;0.018358;0.866;Rwanda
05/1882;0.01875500000000001;0.87;Rwanda
06/1882;0.018321;0.847;Rwanda
07/1882;0.018466;0.855;Rwanda
08/1882;0.019339;0.899;Rwanda
09/1882;0.019489999999999997;0.87;Rwanda
10/1882;0.01847;0.8420000000000001;Rwanda
11/1882;0.018;0.916;Rwanda
12/1882;0.017602;0.867;Rwanda
01/1883;0.018185;0.843;Rwanda
02/1883;0.018253;0.977;Rwanda
03/1883;0.018733;0.887;Rwanda
04/1883;0.018449;0.835;Rwanda
05/1883;0.01869100000000001;0.856;Rwanda
06/1883;0.018853;0.872;Rwanda
07/1883;0.018861999999999997;0.8690000000000001;Rwanda
08/1883;0.019193;0.889;Rwanda
09/1883;0.019264;0.875;Rwanda
10/1883;0.018771999999999997;0.857;Rwanda
11/1883;0.017669999999999995;0.885;Rwanda
12/1883;0.018393999999999997;0.916;Rwanda
01/1884;0.018604000000000006;0.8540000000000001;Rwanda
02/1884;0.018678999999999998;0.88;Rwanda
03/1884;0.017839;0.904;Rwanda
04/1884;0.018032;0.917;Rwanda
05/1884;0.017979000000000005;0.883;Rwanda
06/1884;0.018096;0.89;Rwanda
07/1884;0.018654;0.846;Rwanda
08/1884;0.0192;0.866;Rwanda
09/1884;0.019292999999999998;0.9;Rwanda
10/1884;0.018459;0.8690000000000001;Rwanda
11/1884;0.017831;0.857;Rwanda
12/1884;0.01822;1.007;Rwanda
01/1885;0.017901;0.923;Rwanda
02/1885;0.018687000000000002;0.889;Rwanda
03/1885;0.018514;0.857;Rwanda
04/1885;0.01831900000000001;0.871;Rwanda
05/1885;0.018908;0.8590000000000001;Rwanda
06/1885;0.01871;0.843;Rwanda
07/1885;0.019216;0.873;Rwanda
08/1885;0.019599000000000002;0.875;Rwanda
09/1885;0.019316;0.852;Rwanda
10/1885;0.018759;0.86;Rwanda
11/1885;0.017981999999999998;0.868;Rwanda
12/1885;0.018469000000000003;0.987;Rwanda
01/1886;0.018171;1.014;Rwanda
02/1886;0.018227;0.933;Rwanda
03/1886;0.01834;0.946;Rwanda
04/1886;0.018446;0.8959999999999999;Rwanda
05/1886;0.018709;0.8759999999999999;Rwanda
06/1886;0.018747;0.951;Rwanda
07/1886;0.019251;0.907;Rwanda
08/1886;0.019402000000000003;0.841;Rwanda
09/1886;0.019373;0.8340000000000001;Rwanda
10/1886;0.018793;0.944;Rwanda
11/1886;0.018099;0.918;Rwanda
12/1886;0.018421;1.038;Rwanda
01/1887;0.017699000000000003;1.031;Rwanda
02/1887;0.018398;0.979;Rwanda
03/1887;0.018123;0.901;Rwanda
04/1887;0.018390999999999998;0.877;Rwanda
05/1887;0.018463999999999998;0.93;Rwanda
06/1887;0.018306;1.017;Rwanda
07/1887;0.018997;0.91;Rwanda
08/1887;0.019109;0.8640000000000001;Rwanda
09/1887;0.019478000000000002;0.913;Rwanda
10/1887;0.018716;0.853;Rwanda
11/1887;0.018308;0.8909999999999999;Rwanda
12/1887;0.018033999999999998;0.938;Rwanda
01/1888;0.018497;0.972;Rwanda
02/1888;0.018422;1.06;Rwanda
03/1888;0.018386;1.005;Rwanda
04/1888;0.018452000000000003;0.888;Rwanda
05/1888;0.018325000000000008;0.865;Rwanda
06/1888;0.018433;0.8540000000000001;Rwanda
07/1888;0.019117000000000002;0.84;Rwanda
08/1888;;;Rwanda
09/1888;;;Rwanda
10/1888;0.018789;0.863;Rwanda
11/1888;0.018526;0.868;Rwanda
12/1888;0.018258;0.848;Rwanda
01/1889;0.018544;0.98;Rwanda
02/1889;0.019754999999999998;0.8759999999999999;Rwanda
03/1889;0.019257;0.85;Rwanda
04/1889;0.019241;0.8590000000000001;Rwanda
05/1889;0.019251;0.83;Rwanda
06/1889;0.019115;0.826;Rwanda
07/1889;0.019551;0.972;Rwanda
08/1889;0.019719;0.979;Rwanda
09/1889;0.019658000000000002;0.939;Rwanda
10/1889;0.019032;0.94;Rwanda
